timestamp,price
2025-07-12T16:28:09.446880,683.6
2025-07-12T16:28:10.778008,683.6
2025-07-12T16:28:12.111275,683.6
2025-07-12T16:28:13.490948,683.6
2025-07-12T16:28:14.821892,683.6
2025-07-12T16:28:16.152712,683.5
2025-07-12T16:28:17.484448,683.5
2025-07-12T16:28:18.815818,683.5
2025-07-12T16:28:20.156147,683.5
2025-07-12T16:28:21.487541,683.5
2025-07-12T16:28:22.817647,683.5
2025-07-12T16:28:24.149090,683.4
2025-07-12T16:28:25.491738,683.4
2025-07-12T16:28:26.824790,683.4
2025-07-12T16:28:28.155156,683.4
2025-07-12T16:28:29.486259,683.4
2025-07-12T16:28:30.818375,683.4
2025-07-12T16:28:32.160561,683.4
2025-07-12T16:28:33.507930,683.4
2025-07-12T16:28:34.842758,683.4
2025-07-12T16:28:36.173409,683.4
2025-07-12T16:28:37.505350,683.4
2025-07-12T16:28:38.835620,683.4
2025-07-12T16:28:40.167562,683.4
2025-07-12T16:28:41.497854,683.4
2025-07-12T16:28:42.829670,683.4
2025-07-12T16:28:44.163491,683.5
2025-07-12T16:28:45.494641,683.5
2025-07-12T16:28:46.826077,683.4
2025-07-12T16:28:48.157182,683.4
2025-07-12T16:28:49.487627,683.4
2025-07-12T16:28:50.819642,683.4
2025-07-12T16:28:52.161799,683.4
2025-07-12T16:28:53.491875,683.4
2025-07-12T16:28:54.823734,683.4
2025-07-12T16:28:56.165889,683.4
2025-07-12T16:28:57.509328,683.4
2025-07-12T16:28:58.852603,683.4
2025-07-12T16:29:00.196869,683.4
2025-07-12T16:29:01.529179,683.4
2025-07-12T16:29:02.859742,683.3
2025-07-12T16:29:04.193141,683.3
2025-07-12T16:29:05.525682,683.3
2025-07-12T16:29:06.866688,683.3
2025-07-12T16:29:08.198674,683.3
2025-07-12T16:29:09.531154,683.3
2025-07-12T16:29:10.873560,683.3
2025-07-12T16:29:12.217779,683.3
2025-07-12T16:29:13.550234,683.3
2025-07-12T16:29:14.882771,683.3
2025-07-12T16:29:16.215171,683.7
2025-07-12T16:29:17.547649,683.7
2025-07-12T16:29:19.527265,683.7
2025-07-12T16:29:20.868885,683.7
2025-07-12T16:29:22.202026,683.7
2025-07-12T16:29:23.534762,683.7
2025-07-12T16:29:24.874390,683.7
2025-07-12T16:29:26.213173,683.7
2025-07-12T16:29:27.558676,683.7
2025-07-12T16:29:28.891699,683.7
2025-07-12T16:29:30.228158,683.7
2025-07-12T16:29:31.560891,683.7
2025-07-12T16:29:32.892388,683.7
2025-07-12T16:29:34.224937,683.7
2025-07-12T16:29:35.558520,683.7
2025-07-12T16:29:36.890120,683.7
2025-07-12T16:29:38.222005,684
2025-07-12T16:29:39.554756,684.1
2025-07-12T16:29:40.896097,684.1
2025-07-12T16:29:42.227680,684.1
2025-07-12T16:29:43.559659,684.1
2025-07-12T16:29:44.890792,684.1
2025-07-12T16:29:46.222968,684.1
2025-07-12T16:29:47.555478,684.1
2025-07-12T16:29:48.887723,684.1
2025-07-12T16:29:50.230967,684.1
2025-07-12T16:29:51.563008,684.1
2025-07-12T16:29:52.895585,684.1
2025-07-12T16:29:54.227187,684.1
2025-07-12T16:29:55.558151,684.1
2025-07-12T16:29:56.890346,684.1
2025-07-12T16:29:58.236393,684.1
2025-07-12T16:29:59.568054,684.1
2025-07-12T16:30:00.922817,684.1
2025-07-12T16:30:02.256366,684.1
2025-07-12T16:30:03.587249,684.1
2025-07-12T16:30:04.919646,684.1
2025-07-12T16:30:06.252584,684.1
2025-07-12T16:30:07.588966,684.1
2025-07-12T16:30:08.930718,684.1
2025-07-12T16:30:10.273176,684.1
2025-07-12T16:30:11.604085,684.2
2025-07-12T16:30:12.936814,684.2
2025-07-12T16:30:14.920942,684.2
2025-07-12T16:30:16.263480,684.2
2025-07-12T16:30:17.604850,684.2
2025-07-12T16:30:18.947617,684.2
2025-07-12T16:30:20.287782,684.2
2025-07-12T16:30:21.619714,684.2
2025-07-12T16:30:22.951962,684.2
2025-07-12T16:30:24.288833,684.2
2025-07-12T16:30:25.621154,684.2
2025-07-12T16:30:26.955643,684.2
2025-07-12T16:30:28.289996,684.2
2025-07-12T16:30:29.621998,684.2
2025-07-12T16:30:30.959778,684.2
2025-07-12T16:30:32.297427,684.2
2025-07-12T16:30:33.630463,684.2
2025-07-12T16:30:34.971460,684.2
2025-07-12T16:30:36.303634,684.2
2025-07-12T16:30:37.646184,684.2
2025-07-12T16:30:38.981905,684.2
2025-07-12T16:30:40.314254,684.1
2025-07-12T16:30:41.646067,684.1
2025-07-12T16:30:42.978572,684.1
2025-07-12T16:30:44.311827,684.1
2025-07-12T16:30:45.644328,684.1
2025-07-12T16:30:46.974690,684.2
2025-07-12T16:30:48.306392,684.2
2025-07-12T16:30:49.638305,684.2
2025-07-12T16:30:50.970502,684.1
2025-07-12T16:30:52.301542,684.1
2025-07-12T16:30:53.633244,684.1
2025-07-12T16:30:54.966878,684.1
2025-07-12T16:30:56.299161,684.1
2025-07-12T16:30:57.632006,684.1
2025-07-12T16:30:58.964532,684.1
2025-07-12T16:31:00.296337,684.1
2025-07-12T16:31:01.638636,684.1
2025-07-12T16:31:02.971952,684.1
2025-07-12T16:31:04.303595,684.1
2025-07-12T16:31:05.643439,684.1
2025-07-12T16:31:06.975418,684.1
2025-07-12T16:31:08.316689,684.1
2025-07-12T16:31:09.647827,684.1
2025-07-12T16:31:10.978478,684.1
2025-07-12T16:31:12.311660,684.1
2025-07-12T16:31:13.643141,684.1
2025-07-12T16:31:14.974723,684.2
2025-07-12T16:31:16.307128,684.2
2025-07-12T16:31:17.637919,684.2
2025-07-12T16:31:18.971528,684.2
2025-07-12T16:31:20.303073,684.2
2025-07-12T16:31:21.634231,684.2
2025-07-12T16:31:22.964857,684.2
2025-07-12T16:31:24.295763,684.2
2025-07-12T16:31:26.274023,684.2
2025-07-12T16:31:27.606064,684.2
2025-07-12T16:31:28.937809,684.2
2025-07-12T16:31:30.271090,684
2025-07-12T16:31:31.603407,684
2025-07-12T16:31:32.935606,684
2025-07-12T16:31:34.269891,684
2025-07-12T16:31:35.601148,684
2025-07-12T16:31:36.947821,684
2025-07-12T16:31:38.279497,684
2025-07-12T16:31:39.611826,684
2025-07-12T16:31:40.942756,684
2025-07-12T16:31:42.274519,684
2025-07-12T16:31:43.614107,684
2025-07-12T16:31:44.945714,684
2025-07-12T16:31:46.277612,684
2025-07-12T16:31:47.608730,684
2025-07-12T16:31:48.943359,683.9
2025-07-12T16:31:50.274877,683.9
2025-07-12T16:31:51.606051,683.9
2025-07-12T16:31:52.938096,683.9
2025-07-12T16:31:54.270528,683.9
2025-07-12T16:31:55.602907,683.9
2025-07-12T16:31:56.936051,683.9
2025-07-12T16:31:58.280830,683.9
2025-07-12T16:31:59.614582,683.9
2025-07-12T16:32:00.958556,683.9
2025-07-12T16:32:02.937387,683.9
2025-07-12T16:32:04.272406,683.9
2025-07-12T16:32:05.604616,683.9
2025-07-12T16:32:06.948977,683.9
2025-07-12T16:32:08.280789,683.9
2025-07-12T16:32:09.611945,683.9
