timestamp,open,high,low,close,volume
2025-04-13 07:50:00,128.87,128.88,128.6,128.63,1367.766
2025-04-13 07:51:00,128.64,128.67,128.57,128.61,1112.757
2025-04-13 07:52:00,128.61,128.62,128.51,128.54,1541.116
2025-04-13 07:53:00,128.53,128.54,128.42,128.43,1339.249
2025-04-13 07:54:00,128.42,128.5,128.42,128.46,1403.223
2025-04-13 07:55:00,128.46,128.59,128.46,128.59,1043.802
2025-04-13 07:56:00,128.59,128.6,128.54,128.58,563.58
2025-04-13 07:57:00,128.57,128.62,128.57,128.59,2182.234
2025-04-13 07:58:00,128.6,128.61,128.55,128.57,654.805
2025-04-13 07:59:00,128.58,128.58,128.51,128.55,708.583
2025-04-13 08:00:00,128.55,128.61,128.51,128.61,1764.939
2025-04-13 08:01:00,128.61,128.61,128.48,128.48,1123.197
2025-04-13 08:02:00,128.48,128.48,128.29,128.36,2747.082
2025-04-13 08:03:00,128.36,128.38,128.28,128.34,1809.676
2025-04-13 08:04:00,128.35,128.35,128.28,128.29,848.888
2025-04-13 08:05:00,128.29,128.3,128.23,128.3,1204.166
2025-04-13 08:06:00,128.3,128.46,128.3,128.37,9156.836
2025-04-13 08:07:00,128.37,128.45,128.36,128.45,1006.99
2025-04-13 08:08:00,128.45,128.52,128.41,128.46,2520.014
2025-04-13 08:09:00,128.47,128.47,128.26,128.27,1417.928
2025-04-13 08:10:00,128.27,128.28,128.23,128.24,3002.214
2025-04-13 08:11:00,128.23,128.42,128.2,128.4,4358.417
2025-04-13 08:12:00,128.41,128.42,128.23,128.23,2171.494
2025-04-13 08:13:00,128.23,128.24,128.2,128.21,861.379
2025-04-13 08:14:00,128.21,128.32,128.2,128.31,2655.308
2025-04-13 08:15:00,128.32,128.62,128.21,128.62,1955.527
2025-04-13 08:16:00,128.62,128.67,128.49,128.6,2118.767
2025-04-13 08:17:00,128.59,128.86,128.59,128.8,3332.187
2025-04-13 08:18:00,128.8,128.92,128.76,128.89,1823.119
2025-04-13 08:19:00,128.9,128.94,128.72,128.73,1127.272
2025-04-13 08:20:00,128.73,129.07,128.73,129.04,3656.516
2025-04-13 08:21:00,129.04,129.19,128.96,128.98,2947.162
2025-04-13 08:22:00,128.98,128.99,128.83,128.91,3410.914
2025-04-13 08:23:00,128.91,128.92,128.67,128.72,1449.806
2025-04-13 08:24:00,128.72,129.05,128.72,128.95,1851.783
2025-04-13 08:25:00,128.95,128.98,128.8,128.84,1741.304
2025-04-13 08:26:00,128.83,129.05,128.76,129.05,3399.124
2025-04-13 08:27:00,129.04,129.28,129.0,129.27,4282.807
2025-04-13 08:28:00,129.26,129.42,129.23,129.28,4492.677
2025-04-13 08:29:00,129.29,129.34,129.27,129.28,2410.54
2025-04-13 08:30:00,129.28,129.29,129.13,129.16,881.526
2025-04-13 08:31:00,129.16,129.3,129.16,129.28,1067.445
2025-04-13 08:32:00,129.27,129.5,129.27,129.45,2803.083
2025-04-13 08:33:00,129.45,129.56,129.22,129.24,6778.621
2025-04-13 08:34:00,129.24,129.35,129.23,129.33,812.026
2025-04-13 08:35:00,129.33,129.33,129.07,129.1,2912.371
2025-04-13 08:36:00,129.11,129.15,129.07,129.15,524.177
2025-04-13 08:37:00,129.15,129.43,129.15,129.36,3929.862
2025-04-13 08:38:00,129.36,129.42,129.33,129.37,684.158
2025-04-13 08:39:00,129.37,129.44,129.3,129.41,1095.142
2025-04-13 08:40:00,129.41,129.56,129.4,129.43,25265.326
2025-04-13 08:41:00,129.42,129.73,129.42,129.68,9641.756
2025-04-13 08:42:00,129.68,129.7,129.6,129.65,1376.305
2025-04-13 08:43:00,129.65,129.65,129.52,129.63,1401.026
2025-04-13 08:44:00,129.63,129.73,129.52,129.56,2446.853
2025-04-13 08:45:00,129.56,129.59,129.48,129.58,2807.671
2025-04-13 08:46:00,129.59,129.96,129.59,129.74,14088.34
2025-04-13 08:47:00,129.73,129.97,129.73,129.8,4410.184
2025-04-13 08:48:00,129.81,129.93,129.8,129.81,2285.807
2025-04-13 08:49:00,129.81,129.89,129.67,129.7,2565.877
2025-04-13 08:50:00,129.69,129.73,129.6,129.66,1631.11
2025-04-13 08:51:00,129.66,129.66,129.52,129.56,2673.92
2025-04-13 08:52:00,129.56,129.66,129.55,129.64,1172.717
2025-04-13 08:53:00,129.63,129.84,129.63,129.73,2119.966
2025-04-13 08:54:00,129.72,129.8,129.7,129.76,1733.557
2025-04-13 08:55:00,129.76,129.83,129.66,129.66,853.85
2025-04-13 08:56:00,129.66,129.72,129.65,129.7,955.993
2025-04-13 08:57:00,129.7,129.9,129.68,129.88,2250.388
2025-04-13 08:58:00,129.89,129.99,129.88,129.99,1413.888
2025-04-13 08:59:00,129.98,130.02,129.92,129.98,6018.982
2025-04-13 09:00:00,129.98,130.11,129.91,129.91,8424.839
2025-04-13 09:01:00,129.92,130.0,129.84,129.91,7751.004
2025-04-13 09:02:00,129.91,130.04,129.88,129.92,1702.154
2025-04-13 09:03:00,129.93,129.98,129.91,129.94,714.622
2025-04-13 09:04:00,129.94,129.99,129.92,129.96,1415.363
2025-04-13 09:05:00,129.97,129.99,129.82,129.83,1654.378
2025-04-13 09:06:00,129.83,129.93,129.83,129.86,1904.314
2025-04-13 09:07:00,129.86,129.95,129.85,129.94,1184.309
2025-04-13 09:08:00,129.94,129.99,129.9,129.94,889.981
2025-04-13 09:09:00,129.93,129.96,129.54,129.63,10047.65
2025-04-13 09:10:00,129.63,129.71,129.63,129.71,1134.096
2025-04-13 09:11:00,129.7,129.9,129.7,129.89,657.308
2025-04-13 09:12:00,129.89,129.89,129.77,129.81,1061.001
2025-04-13 09:13:00,129.81,129.85,129.73,129.82,1540.206
2025-04-13 09:14:00,129.82,129.88,129.81,129.85,1882.046
2025-04-13 09:15:00,129.84,129.84,129.6,129.62,1900.065
2025-04-13 09:16:00,129.63,129.75,129.63,129.73,878.295
2025-04-13 09:17:00,129.72,129.73,129.62,129.65,938.838
2025-04-13 09:18:00,129.65,129.65,129.52,129.57,1873.498
2025-04-13 09:19:00,129.57,129.6,129.56,129.57,752.997
2025-04-13 09:20:00,129.57,129.74,129.56,129.74,1383.892
2025-04-13 09:21:00,129.75,129.9,129.75,129.82,868.537
2025-04-13 09:22:00,129.83,129.97,129.8,129.8,1813.487
2025-04-13 09:23:00,129.8,129.83,129.75,129.75,1230.444
2025-04-13 09:24:00,129.75,129.93,129.73,129.85,1151.021
2025-04-13 09:25:00,129.84,129.9,129.82,129.83,379.326
2025-04-13 09:26:00,129.83,130.03,129.83,130.03,1515.265
2025-04-13 09:27:00,130.03,130.13,130.0,130.13,1611.815
2025-04-13 09:28:00,130.13,130.68,130.13,130.62,15660.707
2025-04-13 09:29:00,130.61,130.73,130.48,130.63,2950.271
2025-04-13 09:30:00,130.64,130.64,130.31,130.31,2809.928
2025-04-13 09:31:00,130.31,130.32,130.12,130.14,1154.764
2025-04-13 09:32:00,130.14,130.2,130.02,130.17,2891.581
2025-04-13 09:33:00,130.18,130.35,130.17,130.21,1281.267
2025-04-13 09:34:00,130.2,130.3,130.12,130.14,4613.711
2025-04-13 09:35:00,130.14,130.25,130.06,130.11,1011.181
2025-04-13 09:36:00,130.11,130.34,130.1,130.34,1002.151
2025-04-13 09:37:00,130.35,130.44,130.22,130.27,724.178
2025-04-13 09:38:00,130.27,130.51,130.27,130.46,1880.206
2025-04-13 09:39:00,130.46,130.51,130.43,130.48,1528.249
2025-04-13 09:40:00,130.49,130.51,130.4,130.46,1649.726
2025-04-13 09:41:00,130.46,130.52,130.39,130.46,991.534
2025-04-13 09:42:00,130.46,130.58,130.45,130.58,1035.717
2025-04-13 09:43:00,130.58,130.88,130.58,130.83,3050.878
2025-04-13 09:44:00,130.83,130.97,130.78,130.85,4808.274
2025-04-13 09:45:00,130.85,131.06,130.79,131.05,3203.355
2025-04-13 09:46:00,131.04,131.04,130.8,130.81,5517.808
2025-04-13 09:47:00,130.81,130.87,130.75,130.86,1557.051
2025-04-13 09:48:00,130.85,131.05,130.83,131.03,2185.191
2025-04-13 09:49:00,131.03,131.08,131.0,131.04,1395.798
2025-04-13 09:50:00,131.04,131.22,130.87,131.08,6238.693
2025-04-13 09:51:00,131.08,131.25,130.98,131.24,1689.67
2025-04-13 09:52:00,131.23,131.26,131.08,131.13,2818.761
2025-04-13 09:53:00,131.13,131.19,131.08,131.14,1588.266
2025-04-13 09:54:00,131.14,131.21,131.1,131.2,3162.022
2025-04-13 09:55:00,131.2,131.41,131.18,131.41,3105.611
2025-04-13 09:56:00,131.41,131.48,131.34,131.4,10116.962
2025-04-13 09:57:00,131.4,131.56,131.39,131.53,4057.631
2025-04-13 09:58:00,131.54,131.61,131.47,131.5,4280.39
2025-04-13 09:59:00,131.51,131.54,131.45,131.51,1730.876
2025-04-13 10:00:00,131.5,131.53,131.29,131.44,4190.408
2025-04-13 10:01:00,131.43,131.48,131.23,131.28,3481.052
2025-04-13 10:02:00,131.27,131.48,131.18,131.26,6397.501
2025-04-13 10:03:00,131.25,131.35,131.16,131.33,1451.545
2025-04-13 10:04:00,131.34,131.39,131.19,131.21,1853.859
2025-04-13 10:05:00,131.21,131.35,131.12,131.16,7005.496
2025-04-13 10:06:00,131.16,131.26,131.14,131.2,1471.078
2025-04-13 10:07:00,131.2,131.23,130.94,130.98,2450.055
2025-04-13 10:08:00,130.98,130.98,130.86,130.95,1940.935
2025-04-13 10:09:00,130.94,131.04,130.92,130.94,1924.772
2025-04-13 10:10:00,130.94,130.98,130.82,130.96,1254.801
2025-04-13 10:11:00,130.96,131.0,130.88,130.97,1418.228
2025-04-13 10:12:00,130.97,131.23,130.97,131.15,1902.031
2025-04-13 10:13:00,131.16,131.16,130.97,130.99,1850.277
2025-04-13 10:14:00,130.98,131.09,130.98,131.0,848.312
2025-04-13 10:15:00,131.01,131.04,130.8,130.8,1771.496
2025-04-13 10:16:00,130.8,130.81,130.66,130.68,2200.402
2025-04-13 10:17:00,130.67,130.72,130.59,130.72,8504.969
2025-04-13 10:18:00,130.72,130.73,130.59,130.72,7000.451
2025-04-13 10:19:00,130.72,130.73,130.61,130.66,530.416
2025-04-13 10:20:00,130.66,130.74,130.6,130.6,627.537
2025-04-13 10:21:00,130.6,130.68,130.58,130.66,2225.721
2025-04-13 10:22:00,130.66,130.75,130.65,130.69,829.667
2025-04-13 10:23:00,130.7,130.8,130.65,130.8,1474.218
2025-04-13 10:24:00,130.81,130.81,130.71,130.74,1433.628
2025-04-13 10:25:00,130.74,130.74,130.65,130.69,3801.888
2025-04-13 10:26:00,130.7,130.81,130.67,130.74,2727.382
2025-04-13 10:27:00,130.74,130.75,130.65,130.7,1187.585
2025-04-13 10:28:00,130.7,130.7,130.43,130.5,3208.816
2025-04-13 10:29:00,130.5,130.55,130.42,130.43,1806.024
2025-04-13 10:30:00,130.42,130.42,130.34,130.39,1514.088
2025-04-13 10:31:00,130.4,130.4,130.21,130.23,3020.393
2025-04-13 10:32:00,130.23,130.5,130.17,130.46,2591.463
2025-04-13 10:33:00,130.46,130.63,130.4,130.62,1529.28
2025-04-13 10:34:00,130.62,130.71,130.61,130.61,1745.06
2025-04-13 10:35:00,130.62,130.88,130.6,130.83,1149.541
2025-04-13 10:36:00,130.83,130.83,130.67,130.7,617.425
2025-04-13 10:37:00,130.7,130.81,130.67,130.7,1914.279
2025-04-13 10:38:00,130.7,130.83,130.7,130.83,395.315
2025-04-13 10:39:00,130.82,130.88,130.76,130.77,936.61
2025-04-13 10:40:00,130.78,130.81,130.74,130.8,331.359
2025-04-13 10:41:00,130.81,130.81,130.66,130.76,850.556
2025-04-13 10:42:00,130.76,130.76,130.58,130.67,2144.468
2025-04-13 10:43:00,130.68,130.7,130.54,130.58,1112.873
2025-04-13 10:44:00,130.59,130.59,130.47,130.53,884.511
2025-04-13 10:45:00,130.53,130.65,130.48,130.58,1180.046
2025-04-13 10:46:00,130.58,130.61,130.47,130.6,997.18
2025-04-13 10:47:00,130.61,130.78,130.55,130.74,1772.299
2025-04-13 10:48:00,130.74,130.85,130.73,130.76,548.048
2025-04-13 10:49:00,130.76,130.98,130.75,130.92,6376.481
2025-04-13 10:50:00,130.91,131.09,130.87,131.08,767.663
2025-04-13 10:51:00,131.08,131.1,130.94,131.01,1122.285
2025-04-13 10:52:00,131.01,131.02,130.86,130.87,2299.53
2025-04-13 10:53:00,130.87,130.88,130.77,130.84,862.446
2025-04-13 10:54:00,130.83,130.94,130.82,130.88,534.324
2025-04-13 10:55:00,130.87,130.87,130.77,130.79,586.588
2025-04-13 10:56:00,130.79,130.83,130.7,130.83,1615.362
2025-04-13 10:57:00,130.83,130.86,130.78,130.8,1088.167
2025-04-13 10:58:00,130.79,130.83,130.77,130.83,276.156
2025-04-13 10:59:00,130.83,130.83,130.81,130.82,341.382
2025-04-13 11:00:00,130.83,130.89,130.79,130.8,580.776
2025-04-13 11:01:00,130.81,130.89,130.79,130.8,716.763
2025-04-13 11:02:00,130.8,130.8,130.67,130.67,872.609
2025-04-13 11:03:00,130.67,130.77,130.59,130.67,1405.604
2025-04-13 11:04:00,130.67,130.71,130.53,130.59,943.118
2025-04-13 11:05:00,130.59,130.61,130.4,130.41,1907.427
2025-04-13 11:06:00,130.4,130.45,130.35,130.37,1199.096
2025-04-13 11:07:00,130.37,130.41,130.28,130.35,6099.924
2025-04-13 11:08:00,130.36,130.4,130.34,130.4,590.786
2025-04-13 11:09:00,130.41,130.41,130.27,130.34,1206.947
2025-04-13 11:10:00,130.35,130.45,130.33,130.45,556.699
2025-04-13 11:11:00,130.44,130.52,130.44,130.46,741.042
2025-04-13 11:12:00,130.45,130.47,130.07,130.25,10059.297
2025-04-13 11:13:00,130.25,130.25,130.21,130.22,1002.148
2025-04-13 11:14:00,130.21,130.25,130.17,130.21,1675.125
2025-04-13 11:15:00,130.21,130.21,129.97,130.09,3393.464
2025-04-13 11:16:00,130.1,130.1,129.35,129.59,15165.593
2025-04-13 11:17:00,129.59,129.7,129.48,129.67,2194.624
2025-04-13 11:18:00,129.67,129.67,129.17,129.33,3163.421
2025-04-13 11:19:00,129.34,129.54,129.27,129.3,3032.866
2025-04-13 11:20:00,129.29,129.35,128.91,128.96,7529.739
2025-04-13 11:21:00,128.96,129.04,128.87,128.9,3237.579
2025-04-13 11:22:00,128.9,129.16,128.89,129.08,3341.118
2025-04-13 11:23:00,129.07,129.26,129.06,129.12,1432.613
2025-04-13 11:24:00,129.11,129.34,129.11,129.32,1257.319
2025-04-13 11:25:00,129.32,129.39,129.26,129.32,1366.047
2025-04-13 11:26:00,129.32,129.53,129.25,129.46,896.36
2025-04-13 11:27:00,129.46,129.58,129.45,129.58,1058.567
2025-04-13 11:28:00,129.58,129.64,129.56,129.59,598.16
2025-04-13 11:29:00,129.58,129.63,129.52,129.57,1029.389
2025-04-13 11:30:00,129.57,129.72,129.45,129.72,1121.971
2025-04-13 11:31:00,129.72,129.72,129.4,129.4,939.615
2025-04-13 11:32:00,129.4,129.48,129.32,129.44,3509.632
2025-04-13 11:33:00,129.43,129.43,129.22,129.39,1648.26
2025-04-13 11:34:00,129.4,129.4,129.29,129.35,1064.398
2025-04-13 11:35:00,129.34,129.5,129.34,129.42,759.434
2025-04-13 11:36:00,129.41,129.66,129.41,129.51,1121.283
2025-04-13 11:37:00,129.5,129.53,129.33,129.38,1490.389
2025-04-13 11:38:00,129.38,129.44,129.32,129.36,461.589
2025-04-13 11:39:00,129.37,129.41,129.3,129.33,1080.434
2025-04-13 11:40:00,129.34,129.37,129.21,129.22,1871.99
2025-04-13 11:41:00,129.23,129.34,129.18,129.18,724.231
2025-04-13 11:42:00,129.18,129.3,129.15,129.29,508.816
2025-04-13 11:43:00,129.3,129.31,129.15,129.16,711.635
2025-04-13 11:44:00,129.17,129.28,129.17,129.24,702.455
2025-04-13 11:45:00,129.25,129.46,129.24,129.45,1095.012
2025-04-13 11:46:00,129.45,129.49,129.32,129.33,1307.74
2025-04-13 11:47:00,129.32,129.32,129.01,129.09,2339.326
2025-04-13 11:48:00,129.09,129.09,128.95,129.01,1946.874
2025-04-13 11:49:00,129.02,129.04,128.94,128.95,1123.461
2025-04-13 11:50:00,128.95,129.12,128.92,129.11,1140.25
2025-04-13 11:51:00,129.1,129.11,128.96,128.96,1052.284
2025-04-13 11:52:00,128.96,129.06,128.93,129.03,2694.532
2025-04-13 11:53:00,129.03,129.2,128.84,129.16,4599.717
2025-04-13 11:54:00,129.16,129.34,129.16,129.3,1230.266
2025-04-13 11:55:00,129.31,129.58,129.26,129.56,1918.747
2025-04-13 11:56:00,129.55,129.68,129.5,129.55,9750.891
2025-04-13 11:57:00,129.55,129.63,129.52,129.54,965.074
2025-04-13 11:58:00,129.54,129.63,129.51,129.63,784.616
2025-04-13 11:59:00,129.62,129.85,129.52,129.82,8101.598
2025-04-13 12:00:00,129.82,129.93,129.75,129.77,2465.098
2025-04-13 12:01:00,129.77,130.08,129.74,130.01,6167.31
2025-04-13 12:02:00,130.0,130.17,129.75,129.75,3150.786
2025-04-13 12:03:00,129.76,129.76,129.44,129.53,2255.178
2025-04-13 12:04:00,129.52,129.62,129.49,129.59,692.183
2025-04-13 12:05:00,129.59,129.62,129.44,129.44,1400.581
2025-04-13 12:06:00,129.44,129.73,129.44,129.63,1189.357
2025-04-13 12:07:00,129.64,129.73,129.58,129.7,383.287
2025-04-13 12:08:00,129.71,129.91,129.64,129.81,1349.435
2025-04-13 12:09:00,129.81,129.89,129.72,129.85,752.229
2025-04-13 12:10:00,129.84,130.02,129.81,130.02,1203.176
2025-04-13 12:11:00,130.02,130.02,129.77,129.87,888.256
2025-04-13 12:12:00,129.88,129.98,129.88,129.96,544.377
2025-04-13 12:13:00,129.96,130.08,129.91,129.97,1504.657
2025-04-13 12:14:00,129.98,130.1,129.97,130.03,613.397
2025-04-13 12:15:00,130.03,130.04,129.84,129.92,1441.873
2025-04-13 12:16:00,129.93,130.0,129.83,130.0,522.38
2025-04-13 12:17:00,130.0,130.24,129.99,130.23,1196.999
2025-04-13 12:18:00,130.22,130.43,130.19,130.38,2707.198
2025-04-13 12:19:00,130.38,130.38,130.17,130.17,1016.443
2025-04-13 12:20:00,130.17,130.25,129.92,129.93,5036.722
2025-04-13 12:21:00,129.93,129.98,129.76,129.81,1862.427
2025-04-13 12:22:00,129.8,129.83,129.62,129.83,1650.646
2025-04-13 12:23:00,129.83,129.94,129.68,129.74,1493.929
2025-04-13 12:24:00,129.74,129.77,129.57,129.63,1624.142
2025-04-13 12:25:00,129.62,129.75,129.62,129.66,1328.423
2025-04-13 12:26:00,129.66,129.66,129.47,129.52,956.086
2025-04-13 12:27:00,129.52,129.62,129.52,129.57,1592.079
2025-04-13 12:28:00,129.58,129.62,129.4,129.46,1671.239
2025-04-13 12:29:00,129.46,129.5,129.41,129.5,759.378
2025-04-13 12:30:00,129.49,129.53,129.42,129.53,1142.94
2025-04-13 12:31:00,129.52,129.82,129.27,129.82,3100.953
2025-04-13 12:32:00,129.81,129.86,129.68,129.7,1875.712
2025-04-13 12:33:00,129.69,129.69,129.52,129.63,691.082
2025-04-13 12:34:00,129.63,129.74,129.62,129.73,525.251
2025-04-13 12:35:00,129.73,129.88,129.64,129.87,846.799
2025-04-13 12:36:00,129.88,129.92,129.84,129.89,962.848
2025-04-13 12:37:00,129.89,129.89,129.7,129.74,684.037
2025-04-13 12:38:00,129.75,129.81,129.66,129.77,1165.248
2025-04-13 12:39:00,129.77,129.77,129.63,129.65,1027.942
2025-04-13 12:40:00,129.66,129.7,129.57,129.65,1909.281
2025-04-13 12:41:00,129.65,129.81,129.55,129.81,930.83
2025-04-13 12:42:00,129.81,129.83,129.76,129.76,1322.552
2025-04-13 12:43:00,129.75,129.83,129.68,129.8,1373.784
2025-04-13 12:44:00,129.8,129.81,129.56,129.56,3447.726
2025-04-13 12:45:00,129.55,129.6,129.44,129.6,1556.247
2025-04-13 12:46:00,129.61,129.75,129.59,129.73,1449.121
2025-04-13 12:47:00,129.72,129.75,129.62,129.65,732.87
2025-04-13 12:48:00,129.64,129.64,129.42,129.43,946.864
2025-04-13 12:49:00,129.43,129.51,129.41,129.51,1696.976
2025-04-13 12:50:00,129.52,129.7,129.47,129.69,586.457
2025-04-13 12:51:00,129.69,129.71,129.6,129.62,771.14
2025-04-13 12:52:00,129.62,129.78,129.6,129.77,657.802
2025-04-13 12:53:00,129.77,129.85,129.73,129.85,576.282
2025-04-13 12:54:00,129.85,129.93,129.83,129.9,3863.403
2025-04-13 12:55:00,129.9,129.91,129.75,129.76,3026.104
2025-04-13 12:56:00,129.76,129.79,129.64,129.68,892.622
2025-04-13 12:57:00,129.68,129.73,129.61,129.64,998.33
2025-04-13 12:58:00,129.64,129.65,129.61,129.63,554.731
2025-04-13 12:59:00,129.62,129.79,129.53,129.79,6641.613
2025-04-13 13:00:00,129.79,130.13,129.78,130.08,8724.14
2025-04-13 13:01:00,130.08,130.15,130.03,130.13,1109.286
2025-04-13 13:02:00,130.13,130.13,129.99,130.08,769.737
2025-04-13 13:03:00,130.09,130.12,129.91,129.92,771.273
2025-04-13 13:04:00,129.92,129.95,129.52,129.53,1301.481
2025-04-13 13:05:00,129.52,129.53,129.44,129.48,1381.458
2025-04-13 13:06:00,129.49,129.62,129.4,129.53,1361.732
2025-04-13 13:07:00,129.52,129.68,129.49,129.6,1043.858
2025-04-13 13:08:00,129.6,129.7,129.58,129.67,507.465
2025-04-13 13:09:00,129.68,129.74,129.57,129.58,694.735
2025-04-13 13:10:00,129.57,129.72,129.56,129.71,590.563
2025-04-13 13:11:00,129.72,129.87,129.72,129.8,1173.076
2025-04-13 13:12:00,129.8,129.98,129.8,129.95,1415.868
2025-04-13 13:13:00,129.94,129.99,129.77,129.82,1953.048
2025-04-13 13:14:00,129.82,129.92,129.82,129.92,512.661
2025-04-13 13:15:00,129.91,130.13,129.87,130.1,3183.917
2025-04-13 13:16:00,130.11,130.13,129.94,129.96,1438.209
2025-04-13 13:17:00,129.96,130.03,129.72,129.74,1673.921
2025-04-13 13:18:00,129.75,129.78,129.6,129.6,1852.911
2025-04-13 13:19:00,129.61,129.61,129.45,129.57,2057.739
2025-04-13 13:20:00,129.57,129.57,129.35,129.36,824.976
2025-04-13 13:21:00,129.35,129.35,129.01,129.11,3284.331
2025-04-13 13:22:00,129.11,129.17,128.96,129.0,3416.78
2025-04-13 13:23:00,128.99,129.32,128.99,129.22,2281.734
2025-04-13 13:24:00,129.22,129.22,128.93,128.99,1190.386
2025-04-13 13:25:00,128.99,129.1,128.98,129.05,1087.224
2025-04-13 13:26:00,129.06,129.08,128.82,128.88,1935.938
2025-04-13 13:27:00,128.88,128.92,128.68,128.71,2905.004
2025-04-13 13:28:00,128.7,128.76,128.63,128.7,8042.305
2025-04-13 13:29:00,128.71,128.79,128.67,128.74,1936.055
2025-04-13 13:30:00,128.73,128.99,128.72,128.88,2394.997
2025-04-13 13:31:00,128.89,129.02,128.89,128.94,2374.834
2025-04-13 13:32:00,128.94,129.23,128.89,129.23,1114.584
2025-04-13 13:33:00,129.22,129.27,129.14,129.14,1057.672
2025-04-13 13:34:00,129.14,129.27,129.1,129.2,1067.264
2025-04-13 13:35:00,129.21,129.21,129.12,129.18,751.151
2025-04-13 13:36:00,129.18,129.21,129.07,129.1,586.869
2025-04-13 13:37:00,129.1,129.1,128.97,128.99,1026.295
2025-04-13 13:38:00,129.0,129.07,128.97,129.04,2266.266
2025-04-13 13:39:00,129.05,129.16,129.05,129.11,526.455
2025-04-13 13:40:00,129.11,129.13,128.79,128.8,1870.155
2025-04-13 13:41:00,128.8,128.95,128.79,128.82,2575.682
2025-04-13 13:42:00,128.82,128.82,128.37,128.39,8247.142
2025-04-13 13:43:00,128.39,128.43,128.06,128.09,13421.937
2025-04-13 13:44:00,128.09,128.22,127.7,127.92,24857.747
2025-04-13 13:45:00,127.93,128.19,127.73,128.1,5741.038
2025-04-13 13:46:00,128.1,128.1,127.89,128.09,2832.253
2025-04-13 13:47:00,128.08,128.29,128.04,128.16,5475.104
2025-04-13 13:48:00,128.17,128.18,127.91,128.0,4318.438
2025-04-13 13:49:00,127.99,128.04,127.81,127.84,5976.222
2025-04-13 13:50:00,127.84,127.9,127.35,127.35,9142.62
2025-04-13 13:51:00,127.34,127.4,126.78,127.09,37902.932
2025-04-13 13:52:00,127.1,127.18,126.83,126.92,10981.848
2025-04-13 13:53:00,126.93,127.02,126.86,127.01,6422.214
2025-04-13 13:54:00,127.01,127.1,126.82,127.0,4805.223
2025-04-13 13:55:00,127.0,127.21,126.94,127.13,4937.477
2025-04-13 13:56:00,127.14,127.16,127.01,127.01,3257.091
2025-04-13 13:57:00,127.0,127.04,126.85,126.95,6341.341
2025-04-13 13:58:00,126.94,127.37,126.88,127.36,6566.247
2025-04-13 13:59:00,127.36,127.64,127.36,127.64,3708.849
2025-04-13 14:00:00,127.64,127.67,127.31,127.63,8163.933
2025-04-13 14:01:00,127.64,128.0,127.56,127.88,5795.079
2025-04-13 14:02:00,127.87,127.98,127.73,127.82,3053.319
2025-04-13 14:03:00,127.81,128.0,127.76,127.92,4420.948
2025-04-13 14:04:00,127.92,128.16,127.87,128.11,7032.556
2025-04-13 14:05:00,128.12,128.16,127.87,127.92,3441.439
2025-04-13 14:06:00,127.93,127.94,127.61,127.65,4950.315
2025-04-13 14:07:00,127.66,127.9,127.61,127.84,3064.9
2025-04-13 14:08:00,127.84,127.97,127.8,127.9,2140.642
2025-04-13 14:09:00,127.91,128.09,127.82,128.08,1643.316
2025-04-13 14:10:00,128.09,128.64,128.09,128.36,6508.893
