timestamp,price
2025-07-10T07:56:38.150840,0.9599
2025-07-10T07:56:39.481078,0.9599
2025-07-10T07:56:40.811594,0.9601
2025-07-10T07:56:42.142164,0.9601
2025-07-10T07:56:44.122109,0.9599
2025-07-10T07:56:45.451785,0.9599
2025-07-10T07:56:46.781391,0.9599
2025-07-10T07:56:48.111147,0.9599
2025-07-10T07:56:50.088768,0.9599
2025-07-10T07:56:51.418834,0.9599
2025-07-10T07:56:52.749926,0.9599
2025-07-10T07:56:54.080616,0.9599
2025-07-10T07:56:55.410572,0.9599
2025-07-10T07:56:56.741157,0.9599
2025-07-10T07:56:58.070857,0.9599
2025-07-10T07:56:59.402460,0.9599
2025-07-10T07:57:00.733546,0.9599
2025-07-10T07:57:02.063331,0.9594
2025-07-10T07:57:03.393900,0.959
2025-07-10T07:57:04.725592,0.9587
2025-07-10T07:57:06.055253,0.9588
2025-07-10T07:57:07.384750,0.9588
2025-07-10T07:57:08.724875,0.9585
2025-07-10T07:57:10.054704,0.9585
2025-07-10T07:57:11.384544,0.9589
2025-07-10T07:57:13.362874,0.9589
2025-07-10T07:57:14.693280,0.9589
2025-07-10T07:57:16.031906,0.9589
2025-07-10T07:57:17.362337,0.9585
2025-07-10T07:57:18.693630,0.9581
2025-07-10T07:57:20.024520,0.9581
2025-07-10T07:57:21.354422,0.958
2025-07-10T07:57:22.684224,0.958
2025-07-10T07:57:24.023713,0.9579
2025-07-10T07:57:25.356646,0.9579
2025-07-10T07:57:26.688963,0.9579
2025-07-10T07:57:28.020828,0.9579
2025-07-10T07:57:29.350402,0.9579
2025-07-10T07:57:30.680485,0.9579
2025-07-10T07:57:32.010572,0.958
2025-07-10T07:57:33.340802,0.9576
2025-07-10T07:57:34.672543,0.9576
2025-07-10T07:57:36.002810,0.9576
2025-07-10T07:57:37.331860,0.9576
2025-07-10T07:57:38.662258,0.9576
2025-07-10T07:57:39.993679,0.9576
2025-07-10T07:57:41.323633,0.9576
2025-07-10T07:57:42.660759,0.9576
2025-07-10T07:57:43.990713,0.9576
2025-07-10T07:57:45.320269,0.9576
2025-07-10T07:57:46.657947,0.9576
2025-07-10T07:57:47.988083,0.9576
2025-07-10T07:57:49.317513,0.9576
2025-07-10T07:57:50.646932,0.9576
2025-07-10T07:57:51.977156,0.9576
2025-07-10T07:57:53.307256,0.9575
2025-07-10T07:57:54.636814,0.9575
2025-07-10T07:57:55.967377,0.9575
2025-07-10T07:57:57.297758,0.9575
2025-07-10T07:57:58.628275,0.9575
2025-07-10T07:57:59.958715,0.9575
2025-07-10T07:58:01.289416,0.9575
2025-07-10T07:58:02.624580,0.9576
2025-07-10T07:58:03.955595,0.9576
2025-07-10T07:58:05.286471,0.9576
2025-07-10T07:58:06.617073,0.9576
2025-07-10T07:58:07.947077,0.9576
2025-07-10T07:58:09.276807,0.9576
2025-07-10T07:58:10.607635,0.9576
2025-07-10T07:58:11.938019,0.9576
2025-07-10T07:58:13.269051,0.9578
2025-07-10T07:58:14.598434,0.9578
2025-07-10T07:58:15.928507,0.9578
2025-07-10T07:58:17.258374,0.9577
2025-07-10T07:58:18.588629,0.9577
2025-07-10T07:58:19.919274,0.9577
2025-07-10T07:58:21.250143,0.9577
2025-07-10T07:58:22.581152,0.9577
2025-07-10T07:58:23.911928,0.9574
2025-07-10T07:58:25.241527,0.9574
2025-07-10T07:58:26.572003,0.9574
2025-07-10T07:58:27.903859,0.9574
2025-07-10T07:58:29.234357,0.9574
2025-07-10T07:58:30.563873,0.9579
2025-07-10T07:58:31.897977,0.9579
2025-07-10T07:58:33.228170,0.9579
2025-07-10T07:58:34.558798,0.9579
2025-07-10T07:58:35.889393,0.9579
2025-07-10T07:58:37.221379,0.9579
2025-07-10T07:58:38.551520,0.9579
2025-07-10T07:58:39.882407,0.9579
2025-07-10T07:58:41.213311,0.9579
2025-07-10T07:58:42.542005,0.9579
2025-07-10T07:58:43.872639,0.9579
2025-07-10T07:58:45.202759,0.9579
2025-07-10T07:58:46.533485,0.9579
2025-07-10T07:58:47.863965,0.9579
2025-07-10T07:58:49.194328,0.9579
2025-07-10T07:58:50.523855,0.9579
2025-07-10T07:58:51.855553,0.9579
2025-07-10T07:58:53.187473,0.9579
2025-07-10T07:58:54.517276,0.9579
2025-07-10T07:58:55.846444,0.9579
2025-07-10T07:58:57.176400,0.9579
2025-07-10T07:58:58.506315,0.9579
2025-07-10T07:58:59.837323,0.9582
2025-07-10T07:59:01.167771,0.9581
2025-07-10T07:59:02.498675,0.9581
2025-07-10T07:59:03.829513,0.9583
2025-07-10T07:59:05.160172,0.9583
2025-07-10T07:59:06.490125,0.9583
2025-07-10T07:59:07.820902,0.9583
2025-07-10T07:59:09.151614,0.9583
2025-07-10T07:59:10.482344,0.9584
2025-07-10T07:59:11.818606,0.9584
2025-07-10T07:59:13.147770,0.9584
2025-07-10T07:59:14.478103,0.9584
2025-07-10T07:59:15.807906,0.9584
2025-07-10T07:59:17.137800,0.9584
2025-07-10T07:59:18.468329,0.9584
2025-07-10T07:59:19.797882,0.9584
2025-07-10T07:59:21.127708,0.9584
